Synonym	ID	Precursor m/z	Mass error (ppm)	RT (min)	Formula	Adduct	Tanimoto similarity	InChIKey planar	log2(FC)	P-value	Q-value	Class
1-Palmitoleyl-2-linoleoyl-sn-glycero-3-phosphocholine	1899	742.5748	0.4	8.2	C42H80NO7P	[M + H]+	0.92	AXCLECQLCBWNLZ	NA	NA	NA	Glycerophosphocholines
S-alpha-CEHC	3373	279.159	-0.4	3.9	C16H22O4	[M + H]+	0.7	AXODOWFEFKOVSH	NA	NA	NA	Benzopyrans
1-tridecanoyl-2-heptadecanoyl-sn-glycero-3-phosphocholine	626	706.5402	2.9	8.4	C38H76NO8P	[M + H]+	1	AZEAMUNCULVBPK	NA	NA	NA	Phosphatidylcholines
2,2'-(1,4-Phenylene)bis(4H-benzo[d][1,3]oxazin-4-one)	4981	391.0665	-6.3	0.9	C22H12N2O4	[M + Na]+	0.52	BBITXNWQALLODC	NA	NA	NA	Benzoxazines
N-(docosanoyl)-heptadecasphing-4-enine-1-phosphocholine	2173	773.6527	-0.6	7.6	C44H89N2O6P	[M + H]+	0.63	BEHLQMQPYDCEFC	NA	NA	NA	Phosphocholines
Baryl	3039	419.3148	3.7	7.6	C24H44O4	[M + Na]+	0.6	BEWFIPLBFJGWSR	NA	NA	NA	Fatty alcohol esters
fructosyllysinate	1966	309.1648	-2.7	0.2	C12H24N2O7	[M + H]+	0.56	BFSYFTQDGRDJNV	NA	NA	NA	Alpha amino acids and derivatives
6beta-Acetoxy-7beta-hydroxy-8alpha,13-epoxylabda-14-ene-11-one	6857	379.2442	-9.7	6.2	C22H34O5	[M + H]+	0.55	BHHYRGMRSFZNGV	NA	NA	NA	Triterpenoids
4-methylthiazole-5-acetic-acid	3424	158.0254	-10.4	0.6	C6H7NO2S	[M + H]+	0.63	BHYWREOEQYCKSC	NA	NA	NA	Thiazoles
N-(2-hydroxyheptadecanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	1655	719.569	-1.1	9.2	C39H79N2O7P	[M + H]+	0.56	BKNLTEGIZABDRD	NA	NA	NA	Sphingomyelins
2-phenylpyrazolo[1,5-d][1,2,4]triazin-4(5H)-one	1619	213.0766	-2.3	2.8	C11H8N4O	[M + H]+	0.56	BLJSLKIFQXRXSE	NA	NA	NA	Phenylpyrazoles
Ribofuranuronamide, monohydrate, .beta.-D-	4912	281.0996	1.1	2.1	C10H12N6O4	[M + H]+	0.61	BLMHAOGGJQDPLX	NA	NA	NA	Purine nucleosides
1-myristoyl-2-eicosenoyl-sn-glycero-3-phosphoethanolamine	1463	740.5201	0	12.1	C39H76NO8P	[M + Na]+	1	BPFXNETZQIVTNB	NA	NA	NA	Phosphatidylethanolamines
nifenazone	5016	309.133	-5.3	4.6	C17H16N4O2	[M + H]+	0.56	BRZANEXCSZCZCI	NA	NA	NA	Phenylpyrazoles
2-[3-(but-2-en-1-yl)-1,7-dimethyl-2,4-dioxo-1H,2H,3H,4H,8H-imidazo[1,2-g]purin-8-yl]acetic acid	3318	354.1148	-7	0.7	C15H17N5O4	[M + Na]+	0.55	BTHZRHMTJDSBJN	NA	NA	NA	Xanthines
p-Methylbenzylacetone	6039	163.1115	-1.7	4.7	C11H14O	[M + H]+	0.56	BUIRDOGDCJQFDA	NA	NA	NA	Toluenes
Lysolpc	3218	440.2757	-3.3	5.3	C20H42NO7P	[M + H]+	0.86	BWKILASWCLJPBO	NA	NA	NA	Lysophosphatidylcholines
L-Porretine	4647	178.0863	0.2	2.6	C10H11NO2	[M + H]+	0.55	BWKMGYQJPOAASG	NA	NA	NA	Tetrahydroisoquinolines
indoxyl-3-sulphate	4889	214.0166	-1.2	1.1	C8H7NO4S	[M + H]+	0.89	BXFFHSIDQOFMLE	NA	NA	NA	Arylsulfates
[2-[4-acetyloxy-3-hydroxy-2-(3-methylbutanoyloxymethyl)-5-(2-methylpropanoyloxymethyl)oxolan-2-yl]oxy-6-(acetyloxymethyl)-4,5-dihydroxyoxan-3-yl] 2-methylbut-2-enoate	5476	701.244	3.2	5.4	C30H46O16	[M + K]+	0.57	BZNOZGOVIXEHMX	NA	NA	NA	Saccharolipids
(6S)-7-[[5-carboxy-5-(phenylcarbamoylamino)pentanoyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	5879	477.1439	0	3.9	C21H24N4O7S	[M + H]+	0.52	BZXXKHFARLNYAP	NA	NA	NA	Alpha amino acids and derivatives
N-(octadecanoyl)-1-beta-galactosyl-4E-hexadecasphingenine	1186	700.5715	-1.1	9.7	C40H77NO8	[M + H]+	1	CBEFWCLRPKIYCH	NA	NA	NA	Fatty acyl glycosides of mono- and disaccharides
(Z)-7-((1R,2R,3R)-3-hydroxy-2-((S,1E,5E)-3-hydroxyocta-1,5-dienyl)-5-oxocyclopentyl)hept-5-enoic acid	3663	351.2145	-6	4.2	C20H30O5	[M + H]+	0.62	CBOMORHDRONZRN	NA	NA	NA	Prostaglandins and related compounds
Tetrahydroaldosterone-3-glucuronide	4984	563.246	-0.5	4	C27H40O11	[M + Na]+	0.6	CGIURIOFMWUPSV	NA	NA	NA	Steroid glucuronide conjugates
(10R,13R)-10,13-dimethyl-17-[(E)-5-oxohex-3-en-2-yl]-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one	6492	369.2773	-4.2	5.9	C25H36O2	[M + H]+	0.54	CIPWTUUCAJDQRQ	NA	NA	NA	Oxosteroids
Apoptone	3449	317.2467	-2.5	4.2	C21H32O2	[M + H]+	0.52	CKAXZOYFIHQCBN	NA	NA	NA	Androgens and derivatives
(3R,4S,5S)-6-[(2R,3S,4R,5R,6R)-6-dodecoxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyhexane-1,3,4,5-tetrol	1800	519.3129	-2	4.9	C24H48O10	[M + Na]+	0.53	CLHFFNFVWFJXFR	NA	NA	NA	Fatty acyl glycosides of mono- and disaccharides
5alpha-dihydrotestosterone-17G	6410	489.2489	6.1	5.4	C25H38O8	[M + Na]+	0.56	CLQMBSSRTBUNDV	NA	NA	NA	Steroid glucuronide conjugates
Agosterol G	6209	577.3732	-0.6	6.9	C33H52O8	[M + H]+	0.51	CPBGNMKWCQJLLJ	NA	NA	NA	Dihydroxy bile acids, alcohols and derivatives
Pregnane-3,6,17-triol triacetate	5755	477.2842	-1	4.8	C27H40O7	[M + H]+	0.51	CTHSOFYMWQMUQJ	NA	NA	NA	Steroid esters
Cyclobenzaprine-d3 N-Oxide	7138	292.1686	-3.5	4.6	C20H21NO	[M + H]+	0.79	CWVULMRJHWMZLY	NA	NA	NA	Dibenzocycloheptenes
N-(eicosanoyl)-hexadecasphing-4-enine-1-phosphocholine	7640	731.6097	4.8	7.8	C41H83N2O6P	[M + H]+	0.96	CYAOJEYKBPRRNW	NA	NA	NA	Phosphocholines
1-pentadecanoyl-2-linoleoyl-sn-glycero-3-phosphocholine	5933	744.5584	6.2	7.2	C41H78NO8P	[M + H]+	0.95	DGBYUHHIADYUMU	NA	NA	NA	Phosphatidylcholines
N-(1H-indol-4-yl)-2-(2-methoxyethyl)-1-oxo-1,2-dihydroisoquinoline-4-carboxamide	5840	362.1496	-1	2.9	C21H19N3O3	[M + H]+	0.5	DHXNZJPAOBOJMN	NA	NA	NA	Isoquinolones and derivatives
N-tetradecanoylicosasphinganine	4201	540.5357	1.2	10.7	C34H69NO3	[M + H]+	0.94	DLAWGLXYNHYFNK	NA	NA	NA	Secondary alcohols
6-hydroxyhexadecanoate	6361	295.2254	3.6	6.7	C16H32O3	[M + Na]+	0.73	DLMIUMCETWCTHV	NA	NA	NA	Long-chain fatty acids
1-myristoyl-2-eicosenoyl-sn-glycero-3-phosphocholine	2370	760.5867	2.1	7.9	C42H82NO8P	[M + H]+	1	DMEBDXIQFIKNQR	NA	NA	NA	Phosphatidylcholines
12-[(2S,5S,6R)-5-hydroxy-6-(hydroxymethyl)piperidin-2-yl]dodecan-2-one	2745	352.2236	-3.7	5.3	C18H35NO3	[M + K]+	0.51	DPSQDOCBOUVEOW	NA	NA	NA	Alkaloids and derivatives
(2S,3S)-2-Hydroxytridecane-1,2,3-tricarboxylate	5962	355.1717	-3	4.5	C16H28O7	[M + Na]+	0.5	DQIHPEKINXOMBM	NA	NA	NA	Tricarboxylic acids and derivatives
4'-[(2-Phenylethyl)carbamoyl][2,2'-Bipyridine]-4-Carboxylic Acid	5263	348.1349	1.7	2.8	C20H17N3O3	[M + H]+	0.5	DSGOLESVOJUGOK	NA	NA	NA	Bipyridines and oligopyridines
Virescenoside Z8	4887	495.2587	-0.3	5	C26H38O9	[M + H]+	0.72	DWAYJEOEXYXHTI	NA	NA	NA	Steroidal glycosides
Brassylate	1841	267.157	1	3.3	C13H24O4	[M + Na]+	0.51	DXNCZXXFRKPEPY	NA	NA	NA	Long-chain fatty acids
3-(2,4-dimethoxyphenyl)-1-[[(8R,9S)-6-[(2S)-1-hydroxypropan-2-yl]-8-methyl-5-oxo-10-oxa-1,6,13,14-tetrazabicyclo[10.2.1]pentadeca-12(15),13-dien-9-yl]methyl]-1-methylurea	3637	519.2915	-2.1	5.1	C25H38N6O6	[M + H]+	0.5	DZDKJIRUSJXCKT	NA	NA	NA	Macrolactams
2-Oxo-2H-chromen-7-yl 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside	4914	479.118	4.2	3.7	C20H24O12	[M + Na]+	0.5	FCJIWTZAADYCGI	NA	NA	NA	Coumarin glycosides
2-(hydroxymethyl)-6-[(7-hydroxy-3,4,6-trimethoxy-9,10-dihydrophenanthren-2-yl)oxy]oxane-3,4,5-triol	7535	487.1613	7.9	2.5	C23H28O10	[M + Na]+	0.51	FDGWKWZOIKIOGO	NA	NA	NA	Phenolic glycosides
N-{[1-(tert-butoxycarbonyl)-4-phenylpiperidin-4-yl]carbonyl}-L-alanyl-L-methionine	6453	508.243	-9.2	5.7	C25H37N3O6S	[M + H]+	0.5	FEFNBLCJYQDJLI	NA	NA	NA	Hybrid peptides
1-Palmitoyl-2-Oleoyl-sn-Glycero-3-Phosphatidylethanolamine	5543	718.5413	4.3	9.3	C39H76NO8P	[M + H]+	0.99	FHQVHHIBKUMWTI	NA	NA	NA	Phosphatidylethanolamines
N-Behenoylsphingomyelin	2779	787.6673	-1.9	12.2	C45H91N2O6P	[M + H]+	0.86	FJJANLYCZUNFSE	NA	NA	NA	Phosphosphingolipids
AS 1-5	2226	716.5663	-1.2	9.5	C40H77NO9	[M + H]+	0.82	FMRHRMJAYYLKAI	NA	NA	NA	Simple glycosylceramides
2-[1-(acetamidomethyl)cyclohexyl]acetic Acid	993	214.1427	-4.9	3.3	C11H19NO3	[M + H]+	0.5	FNUJAQMRFKOBKB	NA	NA	NA	Gamma amino acids and derivatives
sucrose-2-(2-methyl)butyryl-4-(2-methyl)butyryl-3-(4-methyl)pentanoate	7601	631.2968	5	5	C28H48O14	[M + Na]+	0.52	FODZPEXOKQMZLX	NA	NA	NA	Saccharolipids
N-(15Z-tetracosenoyl)-hexadecasphing-4-enine-1-phosphocholine	462	785.6522	-1.1	8.7	C45H89N2O6P	[M + H]+	0.61	FOULCGVQZYQEQM	NA	NA	NA	Phosphocholines
1-Linoleoyl-2-palmitoylphosphatidylcholine	1977	758.5711	2.2	8.2	C42H80NO8P	[M + H]+	1	FWMYJLDHIVCJCT	NA	NA	NA	Phosphatidylcholines
11-Tetradecensaeure	800	249.1835	4	5.8	C14H26O2	[M + Na]+	0.54	FWWOMPFHMRPXIH	NA	NA	NA	Long-chain fatty acids
nervonamide	255	366.3731	0.1	9.6	C24H47NO	[M + H]+	0.88	FXUDPARCGRIVON	NA	NA	NA	Fatty amides
3-hydroxytetradecanoylcarnitine	7031	388.3045	-3.2	5.5	C21H41NO5	[M + H]+	0.66	GFAZJTUXMHGTOC	NA	NA	NA	Beta hydroxy acids and derivatives
benztropine	6238	308.2007	-0.7	4.6	C21H25NO	[M + H]+	0.93	GIJXKZJWITVLHI	NA	NA	NA	Diphenylmethanes
(2R)-2-[(2R,3S,4R,5R,6S)-5-acetamido-3-[(2S,3R,4R,5S,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-(acetyloxymethyl)-6-hydroxyoxan-4-yl]oxypropanoic acid	6676	539.2126	8.1	4.6	C21H34N2O14	[M + H]+	0.63	GKOAKWSMCSQKMH	NA	NA	NA	N-acyl-alpha-hexosamines
Epitigogenin	2694	417.3357	-1.6	6.7	C27H44O3	[M + H]+	0.55	GMBQZIIUCVWOCD	NA	NA	NA	Triterpenoids
Didecylamine	5087	298.3454	-4.9	6.6	C20H43N	[M + H]+	0.52	GMTCPFCMAHMEMT	NA	NA	NA	Quaternary ammonium salts
2-[3-[3-(2-Hydroxyethoxy)propoxy]propoxy]ethanol	7070	261.1096	-1.2	3.2	C10H22O5	[M + K]+	0.6	GNAZJSIZGCDIQL	NA	NA	NA	Dialkyl ethers
xerophilusin X1	2043	461.2162	3.5	5.1	C23H34O8	[M + Na]+	0.53	GRMLBPAIEMVEHI	NA	NA	NA	Kaurane diterpenoids
1-pentadecanoyl-2-vaccenoyl-sn-glycero-3-phosphocholine	6833	746.5735	5.5	8.8	C41H80NO8P	[M + H]+	0.94	GXTATYLPYLLNLV	NA	NA	NA	Phosphatidylcholines
Cantleyoside	7062	747.2679	-3.6	4	C33H46O19	[M + H]+	0.53	GXXXVFMBJGIYPK	NA	NA	NA	Iridoid O-glycosides
Tokoronin	2338	581.3658	-4.6	5.2	C32H52O9	[M + H]+	0.55	GZMNAJUVLAIUAJ	NA	NA	NA	Steroidal saponins
(2S,5S,6S,8S,9S,10R,13R,14S,16R)-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-2,6,16-triol	5780	331.2254	3.1	4.3	C19H32O3	[M + Na]+	0.68	HDWVMNMENSFFNJ	NA	NA	NA	Androstane steroids
2-[2-[2-hydroxy-1,4-bis(hydroxymethyl)cyclohexyl]ethoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	5030	389.1806	6	3.4	C16H30O9	[M + Na]+	0.56	HFRGFNKHWRASCS	NA	NA	NA	Fatty acyl glycosides of mono- and disaccharides
1-Palmityl-2-palmitoleoyl-sn-glycero-3-phosphocholine	5561	718.5735	-1.5	9	C40H80NO7P	[M + H]+	0.93	HJVQHTGUAIETCQ	NA	NA	NA	Glycerophosphocholines
dioctadecylammonium	4080	522.5963	-1.8	10.5	C36H75N	[M + H]+	0.56	HKUFIYBZNQSHQS	NA	NA	NA	Dialkylamines
gamma-l-glutamyl-s-allyl-l-cysteine	5944	329.0805	8.2	0.7	C11H18N2O6S	[M + Na]+	0.5	HNJGGWRGXDWZBY	NA	NA	NA	Alpha amino acids and derivatives
VD3-Glucopyranoside	5487	583.3596	-1.7	5.5	C33H52O7	[M + Na]+	0.69	HSMHKPFJPOTDCW	NA	NA	NA	Vitamin D and derivatives
icosasphingosine	2695	328.3208	-0.8	8.1	C20H41NO2	[M + H]+	0.53	HTJSZHKGNMXZJN	NA	NA	NA	Alkanolamines
methylheptadecanoate	380	285.2788	0	2.3	C18H36O2	[M + H]+	0.5	HUEBIMLTDXKIPR	NA	NA	NA	Fatty acid methyl esters
cefepime	3842	481.1321	-0.4	0.5	C19H24N6O5S2	[M + H]+	0.77	HVFLCNVBZFFHBT	NA	NA	NA	Cephalosporins
O-[(S)-{[(2s)-2-(Hexanoyloxy)-3-(Tetradecanoyloxy)propyl]oxy}(Hydroxy)phosphoryl]-D-Serine	1447	568.3224	-3.7	4.5	C26H50NO10P	[M + H]+	0.63	HXSPCZGHXODQMW	NA	NA	NA	Phosphatidylserines
[(2S,4R,5R,5aS,6S,8S,9R,9aR,10S,10aS)-2,5,6-triacetyloxy-4,10-dihydroxy-9-(hydroxymethyl)-10a-(2-hydroxypropan-2-yl)-3,5a-dimethyl-1,2,4,5,6,7,8,9,9a,10-decahydrobenzo[f]azulen-8-yl] acetate	4756	593.2615	7.8	5.5	C28H42O12	[M + Na]+	0.53	HXVDKVKYTZWUDR	NA	NA	NA	Taxanes and derivatives
(2R)-2-[[(2S)-2-[[(2R)-2-[(2S,3R,4R,5S,6R)-3-acetamido-2,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoyl]amino]propanoyl]amino]-5-oxopentanoic acid	4764	478.2075	9.1	4.4	C19H31N3O11	[M + H]+	0.53	IBQPIZDSCNMFQB	NA	NA	NA	Dipeptides
8-((2-methoxyethyl)amino)-3-methyl-7-(2-methylallyl)-1H-purine-2,6(3H,7H)-dione	7424	294.1576	5	4.6	C13H19N5O3	[M + H]+	0.57	IBWDWWCPWDYOFY	NA	NA	NA	Xanthines
(24S)-3beta,24,25-Trihydroxy-5alpha-cycloartane-28-oic acid	2076	491.3754	4.7	7.2	C30H50O5	[M + H]+	0.61	ICVCUOLJHZIXBL	NA	NA	NA	Cycloartanols and derivatives
2-[[(2R)-3-hexadecanoyloxy-2-[2-[(2R,3R)-2-hydroxy-3-[(Z)-tetradec-5-enyl]oxiran-2-yl]acetyl]oxypropoxy]-hydroxyphosphoryl]oxyethyl-trimethylazanium	6839	790.558	-1.7	8.6	C42H80NO10P	[M + H]+	0.83	IDKONAAHVQTOSX	NA	NA	NA	Phosphatidylcholines
D-Glucitol trilaurate	6625	729.5884	1.2	7.4	C42H80O9	[M + H]+	0.66	IEQRBSIMNUWJSO	NA	NA	NA	Tricarboxylic acids and derivatives
Dic2OCOC9	7586	353.1932	-0.8	5.7	C17H30O6	[M + Na]+	0.51	IFKLBBIPFXRVBR	NA	NA	NA	Triacylglycerols
1-Oleyl-2-palmitoyl-sn-glycero-3-phosphocholine	2406	746.6075	2.2	7.9	C42H84NO7P	[M + H]+	1	IQLHTKSHLGLPMG	NA	NA	NA	Glycerophosphocholines
(12Z)-11-Oxo-12-octadecenoic acid	6804	297.241	-4.9	6.3	C18H32O3	[M + H]+	0.61	ITRZNVYXOFOBRV	NA	NA	NA	Lineolic acids and derivatives
Annomontine	6425	262.1064	-8.9	3.2	C15H11N5	[M + H]+	0.59	IUDMZJRPDRCJEB	NA	NA	NA	Harmala alkaloids
N3-Methylparomomycin	4579	668.2697	-8.1	4.6	C24H47N5O14	[M + K]+	0.55	IXVXCXPQRNEULP	NA	NA	NA	Aminoglycosides
17alpha-Hydroxy-20-oxo-5beta-pregnan-3alpha-yl beta-D-glucopyranosiduronic acid	3467	511.2905	0.6	4.5	C27H42O9	[M + H]+	0.89	IZDWMNZNEAXAFE	NA	NA	NA	Steroid glucuronide conjugates
N5-Acetyl-N2-gamma-L-glutamyl-L-ornithine	2223	304.15	-1.1	0.8	C12H21N3O6	[M + H]+	0.6	JAAJGIIASALJIT	NA	NA	NA	Alpha amino acids and derivatives
[(1R,2R,3R,3aS,4S,5aR,6S,7S,8S,10aR,10bS)-4,8-diacetyloxy-6-butanoyloxy-3,7-dihydroxy-3a,5a,9-trimethyl-1-propan-2-yl-1,2,3,4,5,6,7,8,10a,10b-decahydrocyclohepta[e]inden-2-yl] butanoate	7660	595.3473	-0.7	7.2	C32H50O10	[M + H]+	0.5	JCSSTGMNMQIEJC	NA	NA	NA	Sesquiterpenoids
[(2S,3S,4E,6S,7R,10S)-2-[(2E,4E,6R,8R,9E,11S,12S)-11,12-dihydroxy-6,8,10-trimethyltrideca-2,4,9-trien-2-yl]-7,10-dihydroxy-3,7-dimethyl-12-oxo-1-oxacyclododec-4-en-6-yl] acetate	3664	551.3552	-4.9	9.4	C31H50O8	[M + H]+	0.57	JEDVDAWSTSGEKI	NA	NA	NA	Diterpene lactones
2-(hydroxymethyl)-5-[(5-nitropyrimidin-4-yl)amino]oxolane-3,4-diol	5475	273.0837	2.8	3.3	C9H12N4O6	[M + H]+	0.54	JEMYKUYJBVJCLK	NA	NA	NA	Glycosylamines
1-eicosadienoyl-2-myristoyl-sn-glycero-3-phosphocholine	4111	758.5724	3.9	10.1	C42H80NO8P	[M + H]+	1	JFWZYNWHJJSDAY	NA	NA	NA	Phosphatidylcholines
N-myristoylethanolamine	276	272.2578	-2.3	5.3	C16H33NO2	[M + H]+	0.56	JHIXEZNTXMFXEK	NA	NA	NA	Alkanolamines
2-(7-hydroxyoctyl)pentanedioic acid	7420	261.1684	-4.8	4.2	C13H24O5	[M + H]+	0.65	JJZBHTNQMXMCHH	NA	NA	NA	Medium-chain hydroxy acids and derivatives
Monocarboxyoctyl phthalate	4967	323.1486	-1	5.3	C17H22O6	[M + H]+	0.59	JJZDVFQRUJRRSA	NA	NA	NA	Benzoic acid esters
3beta-(beta-D-Glucopyranosyloxy)-15alpha-hydroxypregna-5-ene-20-one	3417	495.2946	-1.3	5.5	C27H42O8	[M + H]+	0.6	JKGDLENFDIWQCS	NA	NA	NA	Steroidal glycosides
Glcnac-udca	6694	596.379	-0.5	4.7	C32H53NO9	[M + H]+	0.79	JKXNUFCMIRPBML	NA	NA	NA	Steroidal glycosides
15S-Hydroxy-14R-(S-cysteinyl)-5Z,8Z,10E,12E-eicosatetraenoic acid	3016	462.2296	2.4	3.9	C23H37NO5S	[M + Na]+	0.69	JLJNENVYAVKECZ	NA	NA	NA	Leukotrienes
phosphatidylcholines	252	780.5508	-0.7	12.1	C42H80NO8P	[M + Na]+	1	JLPULHDHAOZNQI	NA	NA	NA	Phosphatidylcholines
1-palmitoyl-2-alpha-linolenoyl-phosphatidylcholine	3983	756.5534	-0.6	7.3	C42H78NO8P	[M + H]+	0.95	JMAYDGBZRHQJAT	NA	NA	NA	Phosphatidylcholines
(2S)-2-acetamido-N-[(2S)-1-[[(2S,3S)-2-hydroxy-5-methyl-1-methylsulfonylhexan-3-yl]amino]-4-methyl-1-oxopentan-2-yl]-4-methylpentanamide	5760	478.2976	6.3	4.5	C22H43N3O6S	[M + H]+	0.53	JMZZDGLSSMLSJJ	NA	NA	NA	NA
[3-(DODECANOYLAMINO)PROPYL](HYDROXY)DIMETHYLAMMONIUM	7331	301.2859	3.3	5.2	C17H36N2O2	[M + H]+	0.62	JNGWKQJZIUZUPR	NA	NA	NA	N-acyl amines
3-tridecoxypropan-1-amine	3620	280.2627	5.7	5.7	C16H35NO	[M + Na]+	0.5	JPNCZSADMGXVPA	NA	NA	NA	Dialkyl ethers
[6-(4-benzoyl-3,5-dihydroxyphenoxy)-3,4,5-trihydroxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate	5624	567.1145	6.3	2.9	C26H24O13	[M + Na]+	0.53	JSSRQCFMCZAQRB	NA	NA	NA	Phenolic glycosides
Phenylalanylglutamate	6739	295.1282	-2.2	0.5	C14H18N2O5	[M + H]+	0.67	JXWLMUIXUXLIJR	NA	NA	NA	Dipeptides
N7-GA-Gua	7590	239.088	-2.9	1	C8H10N6O3	[M + H]+	0.55	JYHHZNJOFXOGSQ	NA	NA	NA	Hypoxanthines
butanalglutathione	5702	400.1156	1.8	0.8	C14H23N3O7S	[M + Na]+	0.65	KEQTTYRWDJQWAB	NA	NA	NA	Peptides
5-(diaminomethylideneamino)-2-[[1-[4-methyl-2-(phenylmethoxycarbonylamino)pentanoyl]piperidine-4-carbonyl]amino]pentanoic acid	4639	533.3113	5.7	5.2	C26H40N6O6	[M + H]+	0.51	KFDGYYKEYONTAZ	NA	NA	NA	Alpha amino acids and derivatives
1-tetradecyl-2-[(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine	2503	718.5777	4.4	7.9	C40H80NO7P	[M + H]+	0.96	KKCGBTJTPQETOY	NA	NA	NA	Glycerophosphocholines
1-(1Z-octadecenyl)-2-(9Z-hexadecenoyl)-glycero-3-phosphocholine	555	744.5885	-2.3	7.4	C42H82NO7P	[M + H]+	0.98	KMNVIRCHUMQGHD	NA	NA	NA	Glycerophosphocholines
N-[2-(1H-INDOL-3-YL)ETHYL]-N'-{2-[(PYRIDIN-4-YLMETHYL)CARBAMOYL]PHENYL}ETHANEDIAMIDE	7122	442.1848	-5.8	3.3	C25H23N5O3	[M + H]+	0.51	KNVFGTPIWAXLLM	NA	NA	NA	Alpha amino acids and derivatives
3-hydroxykynurenate	5025	206.0435	-6.2	1.1	C10H7NO4	[M + H]+	0.62	KOPSWXCGBMDQDZ	NA	NA	NA	Quinoline carboxylic acids
Tricalysioside O	7140	575.3043	-3.3	5	C28H46O12	[M + H]+	0.51	KPBCFYROXAXRQW	NA	NA	NA	Diterpene glycosides
Nomilin	5253	515.2259	-3.3	5.5	C28H34O9	[M + H]+	0.55	KPDOJFFZKAUIOE	NA	NA	NA	Limonoids
Totm	454	547.3989	-0.9	10.3	C33H54O6	[M + H]+	0.97	KRADHMIOFJQKEZ	NA	NA	NA	Benzoic acid esters
amitriptyline	6565	278.19	-1.3	4.6	C20H23N	[M + H]+	1	KRMDCWKBEZIMAB	NA	NA	NA	Dibenzocycloheptenes
(3S,5S,8S,9R,10S,11R,13S,14S,16S)-13-methyl-1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17-hexadecahydrocyclopenta[a]phenanthrene-3,11,16-triol	6937	317.2102	4.7	4.4	C18H30O3	[M + Na]+	0.51	KRXUBJDPPIWBJD	NA	NA	NA	Estrogens and derivatives
MeIAA	4955	190.0862	-0.5	4.3	C11H11NO2	[M + H]+	0.75	KTHADMDGDNYQRX	NA	NA	NA	Indolyl carboxylic acids and derivatives
(2S,3R,4S)-4-[(2S,5R,7S,8R,9S)-7-hydroxy-2-[(2R,5R)-5-(1-hydroxyethyl)-5-[(2R,3S,5R)-3-methyl-5-[(1S,2S,4R)-1,5,6-trihydroxy-2,4-dimethylhexyl]oxolan-2-yl]oxolan-2-yl]-2,8-dimethyl-1,10-dioxaspiro[4.5]decan-9-yl]-3-methoxy-2-methylpentanoic acid	3586	711.4281	-1.3	4	C36H64O12	[M + Na]+	0.52	KTRHCPOXQAXQJX	NA	NA	NA	Heterocyclic fatty acids
epsilon-n-pyrrolylnorleucine	1426	197.1276	-4.6	0.8	C10H16N2O2	[M + H]+	0.5	KVCPIDDKLUDCQJ	NA	NA	NA	Alpha amino acids and derivatives
Tasumatrol E	3881	671.2732	8.6	7.4	C33H44O13	[M + Na]+	0.54	LERGIFKZIYQODU	NA	NA	NA	Taxanes and derivatives
Dihydrooxycodone	1961	318.1691	-2.9	1.5	C18H23NO4	[M + H]+	0.6	LHTAJTFGGUDLRH	NA	NA	NA	Phenanthrenes and derivatives
6-[1-[4-(carboxymethyl)phenoxy]-3-(propan-2-ylamino)propan-2-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid	6656	444.1844	-4.6	2	C20H29NO10	[M + H]+	0.81	LJPQLVNWYYDYHZ	NA	NA	NA	Glucuronic acid derivatives
17-Hydroxypregnanolone	5747	335.2583	0.7	5	C21H34O3	[M + H]+	0.79	LKQDFQLSEHWIRK	NA	NA	NA	Gluco/mineralocorticoids, progestogins and derivatives
stearoylsphingomyelin	2003	731.6025	-5.1	8.8	C41H83N2O6P	[M + H]+	0.97	LKQLRGMMMAHREN	NA	NA	NA	Sphingomyelins
1-pentadecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine	5200	720.5605	9.3	8.8	C39H78NO8P	[M + H]+	1	LLHISNQVRRYJGL	NA	NA	NA	Phosphatidylcholines
NA	441	519.1381	7	10.2	C21H26O15	[M + H]+	0.56	LMPBIVVBNKVHHN	NA	NA	NA	NA
Myrsinionoside B	3631	413.2131	-3.7	5.6	C19H34O8	[M + Na]+	0.54	LOPCUWKTPFYQJH	NA	NA	NA	Fatty acyl glycosides of mono- and disaccharides
Quindine	4135	325.1895	-4.7	2.9	C20H24N2O2	[M + H]+	0.99	LOUPRKONTZGTKE	NA	NA	NA	Cinchona alkaloids
