Synonym	ID	Precursor m/z	Mass error (ppm)	RT (min)	Formula	Adduct	Tanimoto similarity	InChIKey planar	log2(FC)	P-value	Q-value	Class
[(2S)-1-acetyloxy-3-hydroxypropan-2-yl] (3R)-3-hydroxytetradecanoate	1685	359.2434	-1.4	22.6	C19H36O6	[M - H]-	0.5	FLKBJGSHCRELEP	0.598167014173353	0.138340285726072	0.314254501480884	Diacylglycerols
m-Hydroxyacetophenone	1184	135.044	-8.8	9	C8H8O2	[M - H]-	0.56	LUJMEECXHPYQOF	0.259648463473448	0.141307872984082	0.319118217535857	Aryl ketones
(1S,4R,5S,8R,9R,10S,12R)-9-hydroxy-4,8,12-trimethyl-11-oxatetracyclo[6.4.0.01,5.010,12]dodecane-10-carboxylic acid	1995	265.1442	-1.4	20.5	C15H22O4	[M - H]-	0.59	AJRFRMJHSPMFIE	1.31780774680741	0.141653178378718	0.319309339149671	Angular triquinanes
5'-Hydroxyaverantin	951	387.1082	-1	18.5	C20H20O8	[M - H]-	0.54	GGNDESPZSKTNHV	-0.263184310875445	0.143331296314265	0.321899162352691	Hydroxyanthraquinones
Caryoptoside	846	405.1395	-1.8	4.6	C17H26O11	[M - H]-	0.67	VIXATJMNFXMPDC	-1.3831895709837	0.143413004088113	0.321899162352691	Iridoid O-glycosides
3-Hydroxybenzenemethanol	1495	123.0439	-10.3	2.2	C7H8O2	[M - H]-	0.71	OKVJCVWFVRATSG	-0.626315697358767	0.145499082482208	0.324884964261138	Benzyl alcohols
alpha-isopropylmalate	760	175.0602	-5.5	8.4	C7H12O5	[M - H]-	0.8	BITYXLXUCSKTJS	-0.230377264762801	0.145813726173445	0.325305882181068	Hydroxy fatty acids
Kuwanon P	311	581.1864	8	13.4	C34H30O9	[M - H]-	0.51	XXJUQSKFSBZHBZ	-0.220578995990803	0.152339163577715	0.334653068881538	Linear diarylheptanoids
1-[6-[3-(3,4-Dihydroxyphenyl)prop-2-enoyloxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-7-hydroxy-7-methyl-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-4-carboxylic acid	413	537.1606	-1.4	15.4	C25H30O13	[M - H]-	0.56	AEBORMNUOJEQOL	-0.207258107425441	0.157038077063319	0.340037746461906	Iridoid O-glycosides
IsochlorogenicacidB	329	515.1187	-1.6	17.5	C25H24O12	[M - H]-	0.88	UFCLZKMFXSILNL	-0.252502417793328	0.156522911898556	0.340037746461906	Cyclitols and derivatives
NA	666	373.0777	0	7	C15H18O11	[M - H]-	0.5	GZKYBODYBMZQCW	-0.243039507407403	0.159394749316782	0.342220174680148	NA
Gardoside methyl ester	552	387.1293	-1	9	C17H24O10	[M - H]-	0.6	AFFNBNJOIDYUQN	-1.72100402153823	0.159883224581319	0.342241164511346	O-glycosyl compounds
(4S)-3,5,5-Trimethyl-4-hydroxy-4-[(E)-3-[6-O-(beta-D-glucopyranosyl)-beta-D-glucopyranosyloxy]-1-butenyl]-2-cyclohexene-1-one	458	547.2389	-1.4	16.1	C25H40O13	[M - H]-	0.71	MQKMHKIXRCLREU	-0.267359504990169	0.160088458591946	0.342241164511346	Fatty acyl glycosides of mono- and disaccharides
Citrate	250	191.0189	-4.3	1.7	C6H8O7	[M - H]-	0.81	KRKNYBCHXYNGOX	-0.197663710497819	0.162306237860364	0.345084738204352	Tricarboxylic acids and derivatives
Liriodendrin	389	741.2602	-1.3	14.5	C34H46O18	[M - H]-	0.74	FFDULTAFAQRACT	-0.25008831580721	0.163043325056008	0.3456633143641	Lignan glycosides
3-methylnon-2-enedioic acid	1041	199.0967	-4.3	18.7	C10H16O4	[M - H]-	0.65	NJVQQPNBHBKBDK	-0.260058552762202	0.163157142541879	0.3456633143641	Medium-chain fatty acids
Sescandelin	1326	221.0448	-3.5	7.4	C11H10O5	[M - H]-	0.56	QFIOPJBPPBDOEP	-0.365231778910163	0.16395613630173	0.34579768948633	Isocoumarins and derivatives
4-O-(3'-o-alpha-D-Glucopyranosyl)-caffeoyl quinic acid	989	515.1398	-1.7	7.4	C22H28O14	[M - H]-	0.59	DVSKLQXWNBGVPV	-0.289920930603233	0.169555935642491	0.354363661281997	Hydrolyzable tannins
(2R,3R,4R,5S,6R)-2-[[(1S,4aS,5R,7aR)-5-hydroxy-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-4-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	2093	507.1714	-1.1	5.4	C21H32O14	[M - H]-	0.73	YGLJAXLYCNMHMQ	-1.09206929220654	0.17164192225292	0.356412654984124	O-glycosyl compounds
10-Hydroxyoleuropein	646	555.1712	-1.4	11	C25H32O14	[M - H]-	0.65	JCWFMPVGIIRRRG	-0.493954169528348	0.17528236027148	0.362222121105887	Terpene glycosides
endo-5-Methylendothal	587	199.0604	-4.2	5.8	C9H12O5	[M - H]-	0.51	YSNMFFYDVUEGJH	-0.218405828777177	0.175759833152908	0.362918022178823	Dicarboxylic acids and derivatives
decanedioate	84	201.1123	-4.5	19.2	C10H18O4	[M - H]-	0.85	CXMXRPHRNRROMY	-0.189539822592766	0.178065512756049	0.365629743151155	Medium-chain fatty acids
(2R,3R,4S,5R)-5-acetoxy-6-hydroxy-2-(hydroxymethyl)-4-(isobutyryloxy)tetrahydro-2H-pyran-3-yl 8-methylnonanoate	1053	445.2439	-0.9	21.2	C22H38O9	[M - H]-	0.5	NGAMOCQRJKYUCR	0.624263870390811	0.183815991147862	0.374344371719675	Saccharolipids
9,10-dihydroxy-12,15-octadecadienoic acid	365	311.2225	-1	23	C18H32O4	[M - H]-	0.68	QRHSEDZBZMZPOA	-0.685300874323043	0.183652215022923	0.374344371719675	Lineolic acids and derivatives
Glucoxy	971	175.0238	-5.5	2.2	C6H8O6	[M - H]-	0.68	UYUXSRADSPPKRZ	-0.248758626194212	0.183906288859569	0.374344371719675	Gamma butyrolactones
9-pentofuranosyl-8-[(2Z)-2-(quinolin-2-ylmethylidene)hydrazinyl]-9H-purin-6-amine	958	435.15	-8	12.3	C20H20N8O4	[M - H]-	0.56	AAMFNUBZOVLAEY	-0.186503711616641	0.185030857413841	0.376146883188186	Purine nucleosides
NA	334	323.1344	-1.2	7.8	C13H24O9	[M - H]-	0.71	FWGJBJOIPNCKKF	-0.213253841386893	0.185083518714932	0.376146883188186	NA
Pfaffiol A	1136	455.3161	-1.3	23.6	C29H44O4	[M - H]-	0.69	ZACYARXXVLYUTK	-1.13539539741934	0.185696437388653	0.376502446560799	Beta hydroxy acids and derivatives
(3S,4S,5R)-3,5-dihydroxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexanal	654	309.1189	-0.6	5.1	C12H22O9	[M - H]-	0.69	WTYMEKOAVKHRJF	-0.241563072342013	0.187737678417346	0.37915072250457	Fatty acyl glycosides of mono- and disaccharides
[(3R,4R,5R,6R)-6-[(2S,3S,4S,5R,6R)-2-benzoyloxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxyoxan-3-yl] benzoate	809	519.1501	-1.5	17.4	C25H28O12	[M - H]-	0.54	DTOGDRFAQQZHED	-0.303273571498642	0.188616681616551	0.380330275128291	O-glycosyl compounds
xyloDAPR	1292	265.1054	-0.4	18.6	C10H14N6O3	[M - H]-	0.52	NOLHIMIFXOBLFF	0.236194939729574	0.191722246090697	0.384423360434552	Purine nucleosides
(2R,3S,4S,4aR,10bS)-3,4,10-trihydroxy-2-(hydroxymethyl)-9-methoxy-8-[(2S,3R,4R,5R,6R)-3,4,5-trihydroxy-6-methoxyoxan-2-yl]oxy-3,4,4a,10b-tetrahydro-2H-pyrano[3,2-c]isochromen-6-one	638	489.1246	-0.9	3.2	C20H26O14	[M - H]-	0.52	WUDFAAGJSSTEHO	-0.950726023378651	0.192188912217407	0.384475805382415	Phenolic glycosides
Lithospermic-acid	651	537.1007	-5.9	16.8	C27H22O12	[M - H]-	0.52	UJZQBMQZMKFSRV	-0.265131737639923	0.193179423062337	0.384548004008359	Phenylpropanoids and polyketides
(1S,4aR,7R,7aR)-4a-hydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-5,6,7,7a-tetrahydro-1H-cyclopenta[c]pyran-4-carbaldehyde	1522	521.1863	-2.4	10	C22H34O14	[M - H]-	0.59	NRFCPFFLSPAANH	-0.374140053319236	0.194175341195272	0.385214003802006	Iridoid O-glycosides
Canthoside A	830	445.1348	-0.8	8.2	C19H26O12	[M - H]-	0.57	ZOIVCDCWDFQVRB	-0.230866108592757	0.197644623426097	0.389103422760233	Phenolic glycosides
(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[(R)-hydroxy(phenyl)methoxy]oxan-2-yl]methoxy]oxane-3,4,5-triol	360	447.1502	-1.3	11.1	C19H28O12	[M - H]-	0.57	GYUUUWMVWHSGQL	-1.71372745435288	0.198035805155077	0.389576156746715	O-glycosyl compounds
Orcincarbonsaure	2495	167.034	-6.2	8.5	C8H8O4	[M - H]-	0.56	YBZAVRDNSPUMFK	-0.569677994073787	0.203780804587115	0.396642033985034	Salicylic acid and derivatives
5,7-Bis(beta-D-glucopyranosyloxy)-2,3-dihydro-6,8-dimethyl-2-phenyl-4H-1-benzopyran-4-ol	1691	609.2177	-2	16.6	C29H38O14	[M - H]-	0.55	IPEOGDFMHIUBEQ	-0.353438976881632	0.205874324965802	0.398910506451392	Flavonoid O-glycosides
1-(3',5'-dimethoxy-4'-beta-d-glucopyranosyloxyphenyl)-2-beta-d-glucopyranosyloxypropane	677	535.2025	-1.5	11.3	C23H36O14	[M - H]-	0.51	CXGBWJJEESYKKB	-0.189611016968437	0.208442801418167	0.401874138933679	Phenolic glycosides
methyl 3-hydroxy-4-methoxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzoate	634	359.0982	-0.6	3.9	C15H20O10	[M - H]-	0.53	NULTZDVVDLXXAM	-1.286267699258	0.209988706447955	0.403247113871388	Hydrolyzable tannins
Virgaureoside A	1687	567.1721	0.2	15.8	C26H32O14	[M - H]-	0.53	JGBPNQSHUMFCHA	-0.288286557699989	0.216216463841609	0.411225855639756	Phenolic glycosides
cis-12-sulfojasmonate	474	305.0697	-1.1	11.8	C12H18O7S	[M - H]-	0.53	MLUJBNROAVANKK	-1.68833341782195	0.217953003248046	0.414223135870826	Jasmonic acids
Lipoglutaren	713	161.0445	-6.7	2.6	C6H10O5	[M - H]-	0.5	NPOAOTPXWNWTSH	-1.33695708360206	0.222060621666255	0.419556295441224	Hydroxy fatty acids
9,16-dioxooctadec-10,12,14-trienoic acid	1437	305.1755	-1.1	22.7	C18H26O4	[M - H]-	0.54	PQPRTPXWQQQKJC	0.758805673809965	0.223255473168597	0.420581347919512	Lineolic acids and derivatives
3-Methyl-3-butenyl apiosyl-(1->6)-glucoside	920	379.1605	-1.4	6.9	C16H28O10	[M - H]-	0.6	DZEALCQVCAOHSL	-0.25568345818447	0.225259124504345	0.422793032819746	Fatty acyl glycosides of mono- and disaccharides
2-methoxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[(4-hydroxy-3,5-dimethoxybenzoyl)oxymethyl]oxan-2-yl]oxybenzoic acid	929	509.1292	-1.8	15.9	C23H26O13	[M - H]-	0.64	ZNPHDHORSJKFJV	0.179160760624303	0.226395042767646	0.423239565164812	Hydrolyzable tannins
NA	566	747.2262	-4.4	14	C39H40O15	[M - H]-	0.55	CYCPTEVNZRMPOI	-0.167211178435476	0.227478312026234	0.424505475192227	NA
Theveside	679	389.1089	-0.2	3.7	C16H22O11	[M - H]-	0.77	KKGHSVKNCUMEEN	-0.303172033063008	0.229401952526571	0.427167967917709	Iridoid O-glycosides
Glurate	1579	129.0546	-9.1	7.1	C6H10O3	[M - H]-	0.52	MGTZCLMLSSAXLD	0.558264089060416	0.229935184917947	0.42785197828527	Medium-chain fatty acids
2-Methoxy-4-[[(2S)-3beta-(hydroxymethyl)-4alpha-hydroxy-4-[3-methoxy-4-(beta-D-glucopyranosyloxy)benzyl]tetrahydrofuran]-2alpha-yl]phenyl beta-D-glucopyranoside	530	699.2492	-2	9.6	C32H44O17	[M - H]-	0.7	ZOHABIUWJOPCKZ	-0.28866539940863	0.230585062632307	0.428751893676078	Lignan glycosides
(1S)-1alpha-(beta-D-Glucopyranosyloxy)-1,4aalpha,5,6,7,7aalpha-hexahydrocyclopenta[c]pyran-4,7alpha-dicarboxylic acid 4-methyl ester	949	403.1242	-1	8.1	C17H24O11	[M - H]-	0.65	RLCWEUBIDIWNEA	-0.913309524292152	0.232597304472304	0.430630616104861	Iridoid O-glycosides
Nonioside D	551	439.1813	-1.9	11.5	C18H32O12	[M - H]-	0.51	HSEIACQHFYAWOA	1.37683382748415	0.233956987974913	0.431596535199145	Fatty acyl glycosides of mono- and disaccharides
11alphaH-Dihydrozaluzanin E	2066	263.1285	-1.5	19.4	C15H20O4	[M - H]-	0.52	MILMMXLPUBIAAD	7.13925162591393	0.233466050216042	0.431596535199145	Delta valerolactones
2-phenylethyl 6-O-arabinopyranosyl-glucopyranoside	733	415.1599	-2.6	13.5	C19H28O10	[M - H]-	0.76	ZRGXCWYRIBRSQA	-0.244197289101494	0.23417492110222	0.431596535199145	O-glycosyl compounds
Calycinoside	2526	539.1616	-0.3	3.8	C21H32O16	[M - H]-	0.56	FHLMLGHLRLFHDS	-0.543138168360868	0.235207166345239	0.432162683368847	O-glycosyl compounds
8-p-Hydroxybenzylapigenin	1487	375.0845	-7.8	10.9	C22H16O6	[M - H]-	0.5	FMRHADJCMGHBDA	0.218127068817552	0.238333151656337	0.435929927745882	Linear diarylheptanoids
COCNEZCGILVYSK-NQLQHDPYSA-	536	481.171	-1.1	7.5	C23H30O11	[M - H]-	0.53	COCNEZCGILVYSK	-1.4702592133711	0.242907312616132	0.439910508816394	Stilbene glycosides
(2R,3S,4R,5S,6R)-2-methyl-6-[(2S,3R,4S,5S)-2,4,5-trihydroxyoxan-3-yl]oxyoxane-3,4,5-triol	660	295.1031	-1.4	2.6	C11H20O9	[M - H]-	0.61	RRWRCKLDPKQLTI	-0.228970777201535	0.243077632557474	0.439910508816394	O-glycosyl compounds
[(2R,3S,4S,5R,6S)-6-[[(1S,3R,3aS,4S,6S,6aS)-3-hydroxy-1,4-bis(4-hydroxy-3-methoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]oxy]-3,4,5-trihydroxyoxan-2-yl]methyl 2-(4-methoxyphenyl)acetate	791	699.2288	-0.9	19.4	C35H40O15	[M - H]-	0.57	LXOQMNJQUQXIJD	-0.178967492576621	0.244850885297329	0.441587715511757	Lignan glycosides
Iridolinarin B	795	571.2024	-1.6	6.4	C26H36O14	[M - H]-	0.51	QXWRKKAWHODYQB	-0.241360030110268	0.248155257762017	0.445367021411442	Terpene glycosides
methyl 2-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxybenzoate	1856	459.1505	-0.8	8.1	C20H28O12	[M - H]-	0.6	IPEXIFXOBNTVCE	-0.551202398591085	0.252423664535331	0.451770042218334	Phenolic glycosides
(1S,3R,4R,5R)-3-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-5-[(E)-3-(3,4-dimethylphenyl)prop-2-enoyl]oxy-1,4-dihydroxycyclohexane-1-carboxylic acid	1168	511.1602	-1.5	19.3	C27H28O10	[M - H]-	0.57	MVCIFQBXXSMTQD	-0.369697484456079	0.256064840230151	0.456386470596793	Cyclitols and derivatives
4-[(1R,2R)-2-(4-Hydroxy-3-methoxyphenyl)-2-hydroxy-1-(hydroxymethyl)ethoxy]-3-methoxybenzoic acid	882	363.1082	-0.9	13	C18H20O8	[M - H]-	0.51	UDFDXTXZIMXARD	-0.159619601902367	0.257496695650299	0.45704334348391	Lignans, neolignans and related compounds
hexandicarbonsaure	876	173.081	-5.6	10.6	C8H14O4	[M - H]-	0.57	LAWHHRXCBUNWFI	-1.30884489082608	0.25988892153561	0.45937844393357	Medium-chain fatty acids
Myristoyl glutamic acid	152	356.2437	-1.7	23.8	C19H35NO5	[M - H]-	0.75	MTJZWYHTZFVEGI	0.899508507305731	0.263435543840965	0.462122264300637	Alpha amino acids and derivatives
(1S,4aS,6S,7R,7aS)-6,7-dihydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-4-carbaldehyde	1163	375.1294	-0.9	5.2	C16H24O10	[M - H]-	0.79	UQTCOYQNMMATHU	0.275599776114277	0.265403427075152	0.463422774831967	Iridoid O-glycosides
3-Oxo-5,5-dimethyl-6-[3-[(6-O-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy]butyl]-1-cyclohexene-1-carboxylic acid	564	563.2336	-1.7	11.9	C25H40O14	[M - H]-	0.65	LIMDGJBTLPVSQA	-0.169706416319252	0.267920522523477	0.466554373793416	Fatty acyl glycosides of mono- and disaccharides
(1S,4S,5R,8R)-4,8-dihydroxy-2,6-dioxabicyclo[3.2.1]octan-3-one	1462	159.0288	-6.7	2.1	C6H8O5	[M - H]-	0.61	LJCNAFCNRJPCGN	-0.454559759713651	0.270480351485096	0.468494878290657	Dioxepanes
Fructomaltose	1652	503.1612	-1.2	1.4	C18H32O16	[M - H]-	0.9	FVVCFHXLWDDRHG	-0.528164102345273	0.274058427528082	0.472773702070183	Oligosaccharides
(2-Hydroxy-3-((1-oxooctadecyl)oxy)propyl) hydrogen 2,3-diacetoxysuccinate	1705	573.3268	-2.2	22.3	C29H50O11	[M - H]-	0.53	HEBJIRRQKKTASW	0.881120464606727	0.275083215956875	0.474224340877527	Pentacarboxylic acids and derivatives
Hederagenin	2292	471.3474	-1.4	24.1	C30H48O4	[M - H]-	0.87	PGOYMURMZNDHNS	-1.31553038863926	0.276812116601051	0.47532973746055	Triterpenoids
p-sulfobenzaldehyde	2326	184.9902	-6.5	6.5	C7H6O4S	[M - H]-	0.59	XSAOGXMGZVFIIE	-0.417470916136769	0.276345463630614	0.47532973746055	Benzenesulfonic acids and derivatives
methyl (2S,3R,4S)-4-[2-(2,5-dihydroxybenzoyl)oxyethyl]-3-ethenyl-2-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydro-2H-pyran-5-carboxylate	553	525.1605	-1.6	12.5	C24H30O13	[M - H]-	0.63	KJKLKRVCMADLEU	-0.155159376210969	0.277736692112989	0.475743277689273	Terpene glycosides
Neutrazyme	2315	265.1475	-1.7	26.5	C12H26O4S	[M - H]-	1	MOTZDAYCYVMXPC	2.74041848078217	0.277808986506415	0.475743277689273	Sulfuric acid monoesters
3-Hydroxydodecanedioate	1317	245.1388	-2.8	19.8	C12H22O5	[M - H]-	0.65	FYVQCLGZFXHEGL	-0.323456150573853	0.285284622257911	0.48036310006001	Medium-chain hydroxy acids and derivatives
Acid5-methoxysalicylic	622	167.0339	-6.8	6.2	C8H8O4	[M - H]-	0.66	IZZIWIAOVZOBLF	0.245880311110949	0.285177025597489	0.48036310006001	M-methoxybenzoic acids and derivatives
Specioside	741	507.1497	-2.2	14	C24H28O12	[M - H]-	0.52	SKNVKBJSSSJNCI	-0.141786694411512	0.285271249657266	0.48036310006001	Fatty acyl glycosides of mono- and disaccharides
Isoevodiamine	2192	302.1295	-1.3	22.2	C19H17N3O	[M - H]-	0.72	TXDUTHBFYKGSAH	-10.1708358940255	0.284935720429537	0.48036310006001	Beta carbolines
(2S,3R,4S,5S,6R)-2-[4-[2-(3,5-dimethoxyphenyl)ethenyl]-2-methoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	1275	447.1633	-6.1	7.3	C23H28O9	[M - H]-	0.51	JRNIVZDUMMFRGU	0.246321957272131	0.28618994609649	0.48066737841529	Stilbene glycosides
(1S)-4beta-(3,4-Dimethoxyphenyl)-1-(3,4-dihydroxyphenyl)-3abeta,4,6,6abeta-tetrahydro-1H,3H-furo[3,4-c]furan	442	357.1329	-4	13.5	C20H22O6	[M - H]-	0.68	DJGIRFSHDONNME	-0.230104906203751	0.287669075084213	0.482378767647714	Furanoid lignans
(1S)-1alpha-(beta-D-Glucopyranosyloxy)-5alpha,6alpha-dihydroxy-1,4aalpha,5,6,7,7aalpha-hexahydrocyclopenta[c]pyran-4,7alpha-dicarboxylic acid dimethyl ester	1004	449.1297	-0.8	7	C18H26O13	[M - H]-	0.69	BSLDUMMCFUUGHA	-0.149553496280152	0.288264316564693	0.483062815087943	Iridoid O-glycosides
Myconoside	1526	743.2413	1.1	16.4	C33H44O19	[M - H]-	0.55	MEWILMODVZDJRO	0.260490021685033	0.290268063843933	0.484912762060795	Oligosaccharides
(2R,3R,4S,5S,6R)-2-[[(3R,3aS,4S,6S,6aS)-3,6-bis(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-4-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	1332	531.1502	-1.2	17.8	C26H28O12	[M - H]-	0.56	QAAFYXKZYAHMLA	-0.245932217660265	0.290473683732637	0.484912762060795	Lignan glycosides
(+)-Mediresinol Di-O-beta-D-glucopyranoside	358	711.2496	-1.5	14	C33H44O17	[M - H]-	0.76	WENLQSBQPMFCOA	-0.233972874710775	0.290496400691713	0.484912762060795	Lignan glycosides
Pyromucate	1749	111.0075	-11.8	1.3	C5H4O3	[M - H]-	0.64	SMNDYUVBFMFKNZ	-0.534746249170674	0.298876042392151	0.494648176455599	Furoic acids
3,4,5-trihydroxy-6-[(1-oxoisochromen-3-yl)methoxy]oxane-2-carboxylic acid	1167	351.0716	-1.5	9.6	C16H16O9	[M - H]-	0.5	NMDBDOCFHJQTBA	0.191617274994433	0.304709552023545	0.501497086578636	Glucuronic acid derivatives
Phthalsaureisobutylester	14	221.0811	-3.6	21.1	C12H14O4	[M - H]-	0.69	RZJSUWQGFCHNFS	-0.200678693525682	0.304700015681014	0.501497086578636	Benzoic acid esters
(2S,3S,4R,5R,6R)-4,5,6-trihydroxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carbaldehyde	2219	339.0929	-1.1	1.1	C12H20O11	[M - H]-	0.78	AGPGWNJYRXRIOU	-0.579706649325945	0.32050158283765	0.518252506449681	O-glycosyl compounds
Mgombg	433	457.1921	-1.2	7.3	C18H34O13	[M - H]-	0.7	FMYOXSHBEZIKNA	1.56006957894983	0.321097715921804	0.518252506449681	O-glycosyl compounds
Homoisocitrate	1081	205.0346	-3.7	2.5	C7H10O7	[M - H]-	0.62	OEJZZCGRGVFWHK	0.210803262214152	0.32042620181479	0.518252506449681	Tricarboxylic acids and derivatives
caffeicalcohol	979	165.0547	-6.5	9	C9H10O3	[M - H]-	0.53	ZCKDCRKBURQZPT	0.131656293251085	0.321088979573948	0.518252506449681	Cinnamyl alcohols
Asystasioside D	357	535.1657	-2.2	6.5	C22H32O15	[M - H]-	0.63	PWXCUOHQDMIEHV	-0.156781627846493	0.325116472417265	0.519501476062036	Iridoid O-glycosides
6Beta-Hydroxygenipin	1383	241.0713	-2.1	7.1	C11H14O6	[M - H]-	0.52	QMBSLGFBNUKGRJ	-1.16001212581802	0.324630308771806	0.519501476062036	Iridoids and derivatives
2-[[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(2-methylbutoxy)oxane-3,4,5-triol	996	381.176	-1.6	12.4	C16H30O10	[M - H]-	0.92	QGZWEFZSPCYRKL	-0.213433830682402	0.329132854646446	0.522361786866165	Fatty acyl glycosides of mono- and disaccharides
octanedioate	211	173.0808	-6.6	13.9	C8H14O4	[M - H]-	0.71	TYFQFVWCELRYAO	-0.140758706522694	0.328973085555772	0.522361786866165	Medium-chain fatty acids
buddlenol A	426	581.2021	-1.3	20.1	C31H34O11	[M - H]-	0.5	UYNCCRHOWNHDMT	-0.163902673766829	0.329666666336595	0.522875568856219	Phenylpropanoids and polyketides
mupirocincalcium	1931	499.2905	-1.5	20.6	C26H44O9	[M - H]-	0.52	MINDHVHHQZYEEK	0.982248214950422	0.332453057151399	0.525043744270336	Medium-chain fatty acids
1,4-bis(2-hydroxy-4-methoxyphenyl)butane-1,4-dione	788	329.1026	-1.4	19.8	C18H18O6	[M - H]-	0.56	PIRROWWLKSATON	0.179437665661755	0.337435908456962	0.529347450067217	Aryl ketones
(R)-5-Hydroxynonanoic acid	2279	173.1172	-6.6	20.3	C9H18O3	[M - H]-	0.69	XYXANQCOUCDVRX	0.453589140968692	0.337888883230325	0.529735823617634	Medium-chain fatty acids
Erinoside	421	387.0924	-2.4	6.5	C16H20O11	[M - H]-	0.67	KBSHFBMEJDATRW	-0.143333718367731	0.341815441300617	0.533558992590521	O-glycosyl compounds
yridine	719	243.0618	-2	2	C9H12N2O6	[M - H]-	0.52	DRTQHJPVMGBUCF	-0.123589551131779	0.351115270469228	0.541906811813369	Pyrimidine nucleosides
Genipingentiobioside	1333	549.1815	-1.8	11.6	C23H34O15	[M - H]-	0.75	FYZYXYLPBWLLGI	0.273937007791829	0.353043773103997	0.543257691429122	Iridoid O-glycosides
7-[(2R,5S)-5-(carboxymethyl)oxolan-2-yl]heptanoic acid	1106	257.139	-1.9	19.3	C13H22O5	[M - H]-	0.57	DBLNHVVXXNCIET	-0.689320471198454	0.361071695748582	0.552971439035388	Medium-chain fatty acids
Maltose-maleimide	324	436.1087	-2.3	6.5	C16H23NO13	[M - H]-	0.56	DLQYHMAWCJLUJE	-0.192834148643307	0.365859131650268	0.557983856017766	O-glycosyl compounds
(2S,3R,4R)-3-formyl-4-(2-methoxy-2-oxoethyl)-2-methyl-3,4-dihydro-2H-pyran-5-carboxylic acid	1287	241.0712	-2.4	11.2	C11H14O6	[M - H]-	0.57	JFWVMXPACNWBCB	0.130968197830818	0.372915308713217	0.564737863283257	Dicarboxylic acids and derivatives
Pitinoic acid A	1062	183.1381	-5.4	20.5	C11H20O2	[M - H]-	0.57	NFLBJASQMUAGAT	-0.20959506201604	0.375813943325692	0.567461451895175	Medium-chain fatty acids
2-Hydroxyheptanoicacid	350	145.0858	-8.4	16.7	C7H14O3	[M - H]-	0.76	RGMMREBHCYXQMA	-0.116593827388012	0.377260397678196	0.568033034794559	Medium-chain fatty acids
Ethyl 2,6-dihydroxybenzoate	1131	181.0498	-4.7	3.5	C9H10O4	[M - H]-	0.52	MIGILBRMELSWJT	-0.331420006366861	0.378640702333365	0.569728337991686	o-Hydroxybenzoic acid esters
Lathodoratin	793	205.0498	-4.1	8.7	C11H10O4	[M - H]-	0.54	SCZKCXUGDWJJGV	-0.423415930429091	0.380312729101586	0.571859121361671	Chromones
BRETSCHNEIDEROSIDE B	851	431.1187	-2	6.4	C18H24O12	[M - H]-	0.65	HNPKQZLEUUJVIJ	-0.156275737084986	0.383281489447313	0.57436546268717	Phenolic glycosides
5,7-dihydroxy-2H-chromen-2-one	663	177.0183	-5.7	10	C9H6O4	[M - H]-	0.75	KIQQFVJHWNCGAU	-0.126054708897816	0.382836630702363	0.57436546268717	Hydroxycoumarins
